test_id,num_points,grid_size,cockayne_steiner,geosteiner_steiner,flute_steiner,cockayne_wirelength,geosteiner_wirelength,flute_wirelength,cockayne_time,geosteiner_time,flute_time
12802,11,9045,9,9,9,26312,26312,26312,0.070122,0.000182,7e-06
12803,11,7513,9,9,9,22446,22446,22446,0.102698,0.000131,8e-06
12804,11,9289,10,9,9,23424,23424,23424,0.133528,0.000231,8e-06
12805,11,9336,9,9,9,21825,21825,21825,0.081378,9e-05,0.000464
12806,11,9402,9,9,9,19407,19407,19407,0.082224,0.000136,2e-06
12807,11,9960,9,9,9,31099,31099,31099,0.12196,0.00025,8e-06
12808,11,8366,9,9,9,23269,23269,23269,0.082808,0.000321,1e-06
12809,11,8276,9,9,9,25634,25634,25634,0.084674,0.000203,7e-06
12810,11,8754,9,9,9,23167,23167,23167,0.067742,0.000136,2e-06
12811,11,9678,9,9,9,26091,26091,26091,0.137161,0.000257,7e-06
12812,11,8711,9,9,9,26761,26761,26761,0.091641,0.000302,7e-06
12813,11,9975,9,9,9,22332,22332,22332,0.079534,0.000172,5e-06
12814,11,7854,8,9,9,22700,22700,22700,0.111101,0.00023,8e-06
12815,11,9174,9,9,9,21429,21429,21429,0.058024,0.00015,1e-06
12816,11,8936,9,9,9,24118,24118,24118,0.066171,8.5e-05,5e-06
12817,11,9683,9,9,9,24348,24348,24348,0.062137,0.000122,2e-06
12818,11,8447,9,9,9,23978,23978,23978,0.077401,0.000122,6e-06
12819,11,9635,9,9,9,28478,28478,28478,0.094616,0.000198,1e-05
12820,11,9480,9,9,9,28201,28201,28201,0.108804,0.000124,7e-06
12821,11,7731,9,9,9,22731,22731,22731,0.111427,0.00011,7e-06
12822,11,8004,9,9,9,24416,24416,24416,0.079764,0.000181,8e-06
12823,11,9134,9,9,9,22639,22639,22639,0.101735,0.000176,7e-06
12824,11,7558,9,9,9,19974,19974,19974,0.110538,0.00024,8e-06
12825,11,8650,9,9,9,23105,23105,23105,0.070223,0.000126,8e-06
12826,11,8760,9,9,9,21302,21302,21302,0.10361,0.000165,7e-06
12827,11,8892,10,9,9,23152,23152,23152,0.120505,0.000148,8e-06
12828,11,8143,9,9,9,21583,21583,21583,0.104194,0.000287,8e-06
12829,11,9502,9,9,9,28091,28091,28091,0.105211,0.00028,7e-06
12830,11,9177,9,9,9,24461,24461,24461,0.072681,0.000252,8e-06
12831,11,9705,9,9,9,28895,28895,28895,0.087705,0.000138,7e-06
12832,11,9796,9,9,9,23803,23803,23803,0.110546,0.000389,9e-06
12833,11,9180,9,9,9,18881,18881,18881,0.044715,0.000133,1e-06
12834,11,9713,9,9,9,28260,28260,28260,0.077984,0.000201,7e-06
12835,11,9094,9,9,9,24268,24268,24268,0.115449,0.000292,8e-06
12836,11,8586,9,9,9,22882,22882,22882,0.095562,0.000194,7e-06
12837,11,8672,9,9,9,23945,23945,23945,0.091813,0.000288,6e-06
12838,11,8274,9,9,9,26608,26608,26608,0.083158,0.000208,7e-06
12839,11,9236,9,9,9,23738,23738,23738,0.108604,0.000255,6e-06
12840,11,8397,9,9,9,19874,19874,19874,0.098787,0.000302,7e-06
12841,11,9572,9,9,9,22320,22320,22320,0.069485,0.000103,7e-06
12842,11,8489,9,9,9,22639,22639,22639,0.081541,0.000204,7e-06
12843,11,8873,9,9,9,28045,28045,28045,0.103632,0.000169,7e-06
12844,11,9555,9,9,9,23386,23386,23386,0.074544,0.000201,8e-06
12845,11,8766,9,9,9,19256,19256,19256,0.070965,0.00012,6e-06
12846,11,8854,9,9,9,23889,23889,23889,0.098101,0.00017,7e-06
12847,11,9702,9,9,9,24048,24048,24048,0.09258,0.000167,8e-06
12848,11,9119,9,9,9,27865,27865,27865,0.107158,0.000271,7e-06
12849,11,9588,9,9,9,28823,28823,28823,0.095898,0.000234,9e-06
12850,11,9483,9,9,9,23299,23299,23299,0.075721,0.000176,7e-06
12851,11,8067,9,9,9,23875,23875,23875,0.080042,0.00013,9e-06
12852,11,8140,9,9,9,26696,26696,26696,0.072126,0.000226,7e-06
12853,11,7793,9,9,9,23039,23039,23039,0.115843,0.000333,7e-06
12854,11,8660,9,9,9,25287,25287,25287,0.089009,0.00025,7e-06
12855,11,8340,9,9,9,21932,21932,21932,0.084147,0.000154,7e-06
12856,11,8605,9,9,9,25408,25408,25408,0.073807,0.000183,7e-06
12857,11,8608,9,9,9,23458,23458,23458,0.098656,0.000193,7e-06
12858,11,8904,9,9,9,23695,23695,23695,0.091755,0.000351,8e-06
12859,11,7886,9,8,9,23735,23735,23735,0.103162,0.000157,8e-06
12860,11,9666,9,9,9,28042,28042,28042,0.134401,0.00012,7e-06
12861,11,8032,9,9,9,23393,23393,23393,0.085857,0.000171,7e-06
12862,11,8324,9,9,9,23492,23492,23492,0.087378,0.000141,7e-06
12863,11,8617,9,9,9,24417,24417,24417,0.121789,0.00022,7e-06
12864,11,9056,9,9,9,20823,20823,20823,0.073452,0.000207,2e-06
12865,11,9131,9,9,9,25849,25849,25849,0.086968,0.000237,9e-06
12866,11,9522,9,9,9,23695,23695,23695,0.082292,0.000219,8e-06
12867,11,8703,9,9,9,26266,26266,26266,0.116852,0.000227,1e-05
12868,11,9382,8,8,9,24319,24319,24319,0.095358,0.000252,7e-06
12869,11,9912,9,9,9,25850,25850,25850,0.125039,0.000214,6e-06
12870,11,9500,9,9,9,27409,27409,27409,0.072384,0.000252,2e-06
12871,11,9465,9,9,9,26819,26819,26819,0.106477,0.000183,7e-06
12872,11,9338,9,9,9,24034,24034,24034,0.107316,0.000169,1.6e-05
12873,11,8930,10,9,9,20169,20169,20169,0.093023,0.000204,7e-06
12874,11,9121,9,9,9,27188,27188,27188,0.093331,0.00025,8e-06
12875,11,8681,9,9,9,26644,26644,26644,0.145649,0.000182,7e-06
12876,11,9531,9,9,9,19228,19228,19228,0.075511,0.000219,6e-06
12877,11,8939,9,9,9,24592,24592,24592,0.159653,0.000207,6e-06
12878,11,9293,9,9,9,27723,27723,27723,0.083605,0.000237,7e-06
12879,11,8846,9,9,9,24446,24446,24446,0.074738,0.000132,7e-06
12880,11,9023,9,9,9,25147,25147,25147,0.105445,0.000203,6e-06
12881,11,7466,9,9,9,20471,20471,20471,0.090562,0.000562,7e-06
12882,11,9087,9,9,9,27857,27857,27857,0.092668,0.00012,7e-06
12883,11,8973,9,9,9,26640,26640,26640,0.130319,9.4e-05,9e-06
12884,11,9292,9,9,9,26299,26299,26299,0.107964,0.000133,9e-06
12885,11,8621,9,9,9,23145,23145,23145,0.101202,0.000264,7e-06
12886,11,9683,9,9,9,25508,25508,25508,0.067404,0.000165,5e-06
12887,11,9671,9,9,9,26962,26962,26962,0.110169,0.00022,7e-06
12888,11,8251,9,9,9,23347,23347,23347,0.089559,0.000207,6e-06
12889,11,8002,9,9,9,21860,21860,21860,0.120529,0.000171,8e-06
12890,11,9787,9,9,9,28637,28637,28637,0.114121,0.000159,8e-06
12891,11,8094,9,9,9,19723,19723,19723,0.092367,0.000186,6e-06
12892,11,8736,9,9,9,18576,18576,18576,0.106876,0.000207,7e-06
12893,11,8596,9,9,9,27249,27249,27249,0.115407,0.000235,6e-06
12894,11,8781,9,9,9,25748,25748,25748,0.087047,0.000173,7e-06
12895,11,8517,9,9,9,25004,25004,25004,0.069996,0.000148,6e-06
12896,11,9254,9,9,9,23031,23031,23031,0.105985,0.000258,9e-06
12897,11,9139,9,9,9,26874,26874,26874,0.098932,0.000186,8e-06
12898,11,9282,9,9,9,23083,23083,23083,0.102564,0.000196,7e-06
12899,11,9187,9,9,9,24823,24823,24823,0.060701,0.000219,3e-06
12900,11,8644,9,9,9,23736,23736,23736,0.083224,0.000256,8e-06
12901,11,9526,9,9,9,24071,24071,24071,0.0883,0.000174,7e-06
12902,11,9703,9,9,9,29455,29455,29455,0.08667,0.000447,7e-06
12903,11,9826,9,9,9,21464,21464,21464,0.088044,0.000226,7e-06
12904,11,9483,9,9,9,28984,28984,28984,0.073476,0.001198,6e-06
12905,11,8198,9,9,9,20464,20464,20464,0.086985,0.000189,6e-06
12906,11,7947,9,9,9,24968,24968,24968,0.10549,0.000201,7e-06
12907,11,9150,9,9,9,23804,23804,23804,0.080788,0.000203,7e-06
12908,11,9124,9,9,9,25306,25306,25306,0.106027,0.000201,5e-06
12909,11,8752,9,9,9,20959,20959,20959,0.108799,0.000227,8e-06
12910,11,8090,9,9,9,18166,18166,18166,0.106801,0.00011,7e-06
12911,11,8998,9,9,9,22174,22174,22174,0.089185,0.000187,7e-06
12912,11,9224,9,9,9,26984,26984,26984,0.106636,0.000169,7e-06
12913,11,8652,9,9,9,21933,21933,21933,0.120868,0.00029,6e-06
12914,11,9074,9,9,9,22274,22274,22274,0.104145,0.000172,7e-06
12915,11,8024,9,9,9,20723,20723,20723,0.110099,0.000239,8e-06
12916,11,8729,9,9,9,24932,24932,24932,0.10772,0.000291,8e-06
12917,11,9377,9,9,9,24929,24929,24929,0.096717,0.000151,7e-06
12918,11,9168,9,9,9,26595,26595,26595,0.085689,0.000928,6e-06
12919,11,8214,9,9,9,21975,21975,21975,0.092309,0.000184,7e-06
12920,11,9366,9,9,9,23761,23761,23761,0.100496,0.000132,8e-06
12921,11,8310,9,9,9,21280,21280,21280,0.083821,0.000304,8e-06
12922,11,8250,9,9,9,22773,22773,22773,0.115154,0.000324,7e-06
12923,11,8435,9,9,9,23598,23598,23598,0.088459,0.000235,7e-06
12924,11,9716,8,9,9,23036,23036,23036,0.101072,0.00021,7e-06
12925,11,8731,9,9,9,24072,24072,24072,0.102787,0.000368,7e-06
12926,11,9671,9,9,9,24565,24565,24565,0.106382,0.000196,7e-06
12927,11,9199,9,9,9,23061,23061,23061,0.114943,0.000183,7e-06
12928,11,9359,9,9,9,24246,24246,24246,0.087904,0.000201,7e-06
12929,11,8027,9,9,9,23418,23418,23418,0.090188,0.000142,6e-06
12930,11,9300,10,9,9,27776,27776,27776,0.085822,0.000208,6e-06
12931,11,8083,9,9,9,25561,25561,25561,0.112738,0.000265,8e-06
12932,11,8953,9,9,9,27044,27044,27044,0.08793,0.000188,7e-06
12933,11,9137,9,9,9,26583,26583,26583,0.101051,0.000219,7e-06
12934,11,8438,9,9,9,26574,26574,26574,0.106867,0.000276,6e-06
12935,11,8807,10,9,9,25405,25405,25405,0.133588,0.000159,9e-06
12936,11,8501,9,9,9,23666,23666,23666,0.09269,9.7e-05,7e-06
12937,11,9298,9,9,9,24246,24246,24246,0.090714,0.000134,7e-06
12938,11,9183,9,9,9,27292,27292,27292,0.103982,0.000157,8e-06
12939,11,8394,10,9,9,23697,23697,23697,0.12518,0.00037,7e-06
12940,11,9788,9,9,9,26039,26039,26039,0.066567,0.000162,6e-06
12941,11,8117,9,9,9,22839,22839,22839,0.083077,0.000215,7e-06
12942,11,9351,9,9,9,20723,20723,20723,0.102565,0.000259,7e-06
12943,11,8190,9,9,9,19598,19598,19598,0.069467,0.000172,9e-06
12944,11,9116,9,9,9,25471,25471,25471,0.083437,0.000177,8e-06
12945,11,9292,9,9,9,25497,25497,25497,0.071206,0.000363,7e-06
12946,11,9157,9,9,9,22091,22091,22091,0.116188,0.000242,7e-06
12947,11,9236,9,9,9,26476,26476,26476,0.120188,0.000145,8e-06
12948,11,8757,9,9,9,28092,28092,28092,0.082813,0.000284,9e-06
12949,11,9718,9,9,9,29620,29620,29620,0.11946,0.000379,7e-06
12950,11,9386,9,9,9,26462,26462,26462,0.10146,0.000278,7e-06
12951,11,9296,9,9,9,23742,23742,23742,0.068002,0.000136,5e-06
12952,11,9630,9,9,9,25234,25234,25234,0.118451,0.000192,7e-06
12953,11,8344,9,9,9,22634,22634,22634,0.098523,0.000205,7e-06
12954,11,9120,9,9,9,21390,21390,21390,0.107659,0.000222,7e-06
12955,11,9100,9,9,9,26041,26041,26041,0.065374,0.000173,6e-06
12956,11,9252,9,9,9,23369,23369,23369,0.109817,0.000182,7e-06
12957,11,9352,9,9,9,28510,28510,28510,0.08836,0.000151,8e-06
12958,11,8164,9,9,9,24496,24496,24496,0.07921,0.000123,6e-06
12959,11,8618,9,9,9,21109,21109,21109,0.056794,0.000144,4e-06
12960,11,9371,9,9,9,25903,25903,25903,0.10243,0.000141,7e-06
12961,11,9480,9,9,9,27003,27003,27003,0.120239,0.000304,9e-06
12962,11,8019,9,9,9,25074,25074,25074,0.117394,0.000156,7e-06
12963,11,9532,9,9,9,27356,27356,27356,0.069614,0.000184,8e-06
12964,11,9413,9,9,9,26868,26868,26868,0.114062,0.00012,7e-06
12965,11,8233,9,9,9,20889,20889,20889,0.064698,0.000192,5e-06
12966,11,9646,9,9,9,27264,27264,27264,0.087008,0.000225,7e-06
12967,11,9625,9,9,9,22340,22340,22340,0.065527,0.000116,7e-06
12968,11,9961,9,9,9,28507,28507,28507,0.089164,0.00011,7e-06
12969,11,7256,9,9,9,20986,20986,20986,0.091773,0.000153,7e-06
12970,11,9009,9,9,9,25610,25610,25610,0.074551,0.000235,6e-06
12971,11,9451,9,9,9,21287,21287,21287,0.115896,0.000248,7e-06
12972,11,9121,9,9,9,25828,25828,25828,0.079397,0.000332,7e-06
12973,11,9343,9,9,9,23871,23871,23871,0.108349,0.000231,9e-06
12974,11,8284,9,9,9,20289,20289,20289,0.078208,0.000243,8e-06
12975,11,7636,9,9,9,20796,20796,20796,0.067164,0.000162,2e-06
12976,11,9698,9,9,9,29974,29974,29974,0.105926,0.000239,8e-06
12977,11,9509,9,9,9,24917,24917,24917,0.134984,0.000622,7e-06
12978,11,8811,9,9,9,23550,23550,23550,0.10976,0.000292,7e-06
12979,11,9418,9,9,9,27873,27873,27873,0.102801,0.000172,8e-06
12980,11,9061,9,9,9,21634,21634,21634,0.11032,0.000223,7e-06
12981,11,8807,9,9,9,25801,25801,25801,0.12757,0.000339,6e-06
12982,11,8953,9,9,9,23564,23564,23564,0.095138,0.000101,7e-06
12983,11,7989,9,9,9,24249,24249,24249,0.130888,0.000289,6e-06
12984,11,9218,8,8,9,26654,26654,26654,0.096341,0.000143,7e-06
12985,11,7770,9,9,9,21906,21906,21906,0.12068,0.000194,7e-06
12986,11,8175,9,9,9,25373,25373,25373,0.095957,0.000268,7e-06
12987,11,7625,9,9,9,22371,22371,22371,0.085844,0.000203,8e-06
12988,11,9793,9,9,9,24612,24612,24612,0.102547,0.000231,7e-06
12989,11,9051,9,9,9,21668,21668,21668,0.051648,0.000188,2e-06
12990,11,8774,9,9,9,19692,19692,19692,0.095176,0.000251,5e-06
12991,11,9846,9,9,9,30011,30011,30011,0.116823,0.000254,8e-06
12992,11,9441,9,9,9,24772,24772,24772,0.118759,0.000187,7e-06
12993,11,9484,9,9,9,27787,27787,27787,0.137677,0.000116,7e-06
12994,11,8819,9,9,9,26487,26487,26487,0.094453,0.000256,7e-06
12995,11,8867,9,9,9,22424,22424,22424,0.106568,0.000217,8e-06
12996,11,8728,9,9,9,20879,20879,20879,0.089562,0.000138,7e-06
12997,11,9403,9,9,9,26132,26132,26132,0.09008,0.000212,5e-06
12998,11,8534,9,9,9,24269,24269,24269,0.13008,0.000247,7e-06
12999,11,8439,9,9,9,21230,21230,21230,0.093655,0.000252,7e-06
13000,11,8035,9,9,9,25188,25188,25188,0.100466,0.000321,1e-05
13001,11,9007,9,9,9,27934,27934,27934,0.080351,0.000196,8e-06
13002,11,8415,9,9,9,25533,25533,25533,0.103484,0.000134,7e-06
13003,11,8771,9,9,9,24889,24889,24889,0.127926,0.000189,8e-06
13004,11,8888,9,9,9,26878,26878,26878,0.128587,0.000163,7e-06
13005,11,9630,9,9,9,26146,26146,26146,0.102958,0.000134,6e-06
13006,11,9023,9,9,9,22777,22777,22777,0.082318,0.000227,7e-06
13007,11,9370,9,9,9,27269,27269,27269,0.117481,0.000157,6e-06
13008,11,8793,9,9,9,23480,23480,23480,0.072891,0.000288,7e-06
13009,11,9149,9,9,9,26122,26122,26122,0.093909,0.000203,9e-06
13010,11,8924,9,9,9,21754,21754,21754,0.142284,0.000161,8e-06
13011,11,7805,9,9,9,20086,20086,20086,0.094021,0.000213,8e-06
13012,11,8377,9,9,9,22524,22524,22524,0.07662,9.7e-05,6e-06
13013,11,8367,9,9,9,21131,21131,21131,0.115503,0.000148,8e-06
13014,11,9028,9,9,9,24469,24469,24469,0.066339,0.000177,1.4e-05
13015,11,9493,9,9,9,30356,30356,30356,0.096119,0.000219,7e-06
13016,11,8719,9,9,9,24191,24191,24191,0.092674,0.000181,8e-06
13017,11,9870,9,9,9,26615,26615,26615,0.085839,0.000194,7e-06
13018,11,9149,9,9,9,27030,27030,27030,0.081526,0.000258,6e-06
13019,11,8686,9,9,9,22658,22658,22658,0.134414,0.00031,6e-06
13020,11,9799,9,9,9,24541,24541,24541,0.115207,0.000137,7e-06
13021,11,7658,9,9,9,19651,19651,19651,0.07395,0.000227,6e-06
13022,11,9202,9,9,9,27586,27586,27586,0.096535,0.000292,7e-06
13023,11,8817,9,9,9,24210,24210,24210,0.1074,0.000138,7e-06
13024,11,8477,9,9,9,21630,21630,21630,0.104046,0.000146,7e-06
13025,11,9264,9,9,9,22309,22309,22309,0.07229,0.000166,7e-06
13026,11,9856,9,9,9,23841,23841,23841,0.071222,0.000198,2e-06
13027,11,8694,9,9,9,28522,28522,28522,0.110829,0.000261,9e-06
13028,11,9292,9,9,9,24482,24482,24482,0.082302,0.000223,7e-06
13029,11,9220,9,9,9,20293,20293,20293,0.127212,0.000205,7e-06
13030,11,8543,9,9,9,26342,26342,26342,0.099901,0.00035,8e-06
13031,11,9473,9,9,9,24123,24123,24123,0.078065,0.000214,2e-06
13032,11,8863,9,9,9,28995,28995,28995,0.105254,0.000138,6e-06
13033,11,9134,9,9,9,22242,22242,22242,0.096991,0.000258,6e-06
13034,11,9064,9,9,9,21520,21520,21520,0.113805,0.000189,7e-06
13035,11,9287,9,9,9,24535,24535,24535,0.1001,0.000119,7e-06
13036,11,9413,9,9,9,29827,29827,29827,0.099676,0.000206,6e-06
13037,11,8481,9,9,9,22005,22005,22005,0.132322,0.000208,8e-06
13038,11,9117,9,9,9,25651,25651,25651,0.113947,0.00012,8e-06
13039,11,8251,9,9,9,16210,16210,16210,0.11945,0.00021,8e-06
13040,11,7279,9,9,9,21330,21330,21330,0.086057,0.000119,6e-06
13041,11,8441,9,9,9,24128,24128,24128,0.116382,0.000203,7e-06
13042,11,9355,9,9,9,26246,26246,26246,0.114609,0.000268,6e-06
13043,11,9312,9,9,9,28560,28560,28560,0.08118,0.000115,8e-06
13044,11,7684,9,9,9,23232,23232,23232,0.112945,0.000162,7e-06
13045,11,8994,9,9,9,23457,23457,23457,0.156429,0.000223,1e-05
13046,11,9246,9,9,9,22518,22518,22518,0.084852,0.000157,7e-06
13047,11,9686,8,8,9,27555,27555,27555,0.127847,0.000237,8e-06
13048,11,8307,9,8,9,24787,24787,24787,0.099097,0.00015,7e-06
13049,11,9821,9,9,9,23776,23776,23799,0.095223,0.00016,6e-06
13050,11,9551,9,9,9,28782,28782,28782,0.053275,0.00019,7e-06
13051,11,8239,9,9,9,24118,24118,24118,0.133642,0.000159,1.2e-05
13052,11,9439,9,9,9,24011,24011,24011,0.085065,0.000129,8e-06
13053,11,8877,9,9,9,28682,28682,28682,0.121385,0.000288,8e-06
13054,11,8369,9,9,9,23967,23967,23967,0.085072,0.000175,8e-06
13055,11,8520,10,9,9,21324,21324,21324,0.088899,0.000202,1e-06
13056,11,8292,9,9,9,23657,23657,23657,0.108991,0.000277,8e-06
13057,11,8823,9,9,9,23614,23614,23614,0.103314,0.000249,7e-06
13058,11,9548,9,9,9,30457,30457,30457,0.080041,0.000211,7e-06
13059,11,9743,9,9,9,25590,25590,25590,0.07384,0.000241,9e-06
13060,11,9651,9,9,9,28643,28643,28643,0.098389,0.000191,8e-06
13061,11,8944,9,9,9,26549,26549,26549,0.078404,0.000174,6e-06
13062,11,8277,9,9,9,20454,20454,20454,0.098306,0.000321,9e-06
13063,11,9516,9,9,9,26204,26204,26204,0.074953,0.000275,7e-06
13064,11,7978,9,9,9,21534,21534,21534,0.074086,0.000122,9e-06
13065,11,9545,9,9,9,25382,25382,25382,0.082172,0.000142,8e-06
13066,11,9337,9,9,9,28872,28872,28872,0.094346,0.000282,7e-06
13067,11,8585,9,9,9,23323,23323,23323,0.095843,0.000183,7e-06
13068,11,8851,9,9,9,20182,20182,20182,0.086201,0.000225,2e-06
13069,11,7642,9,9,9,21051,21051,21051,0.121994,0.00025,6e-06
13070,11,9335,9,9,9,25359,25359,25359,0.094066,0.000137,6e-06
13071,11,8205,9,9,9,26394,26394,26394,0.071865,0.000159,7e-06
13072,11,9442,9,9,9,22996,22996,22996,0.091959,0.000123,7e-06
13073,11,8471,9,9,9,22437,22437,22437,0.115799,0.0003,7e-06
13074,11,9395,9,9,9,19542,19542,19542,0.111399,0.000154,7e-06
13075,11,9235,9,9,9,20179,20179,20179,0.075131,0.000188,8e-06
13076,11,8584,9,9,9,22909,22909,22909,0.133403,0.000202,7e-06
13077,11,9267,9,9,9,25234,25234,25234,0.082094,0.000175,8e-06
13078,11,9170,9,9,9,21124,21124,21124,0.070514,0.000155,6e-06
13079,11,8871,9,9,9,23242,23242,23242,0.092147,0.000152,7e-06
13080,11,8662,9,9,9,24838,24838,24838,0.111186,0.000228,7e-06
13081,11,9628,9,9,9,24802,24802,24802,0.098273,0.000235,7e-06
13082,11,7533,9,9,9,18342,18342,18342,0.090789,0.000209,8e-06
13083,11,8609,9,9,9,24747,24747,24747,0.127851,0.000131,7e-06
13084,11,8837,9,9,9,24763,24763,24763,0.104356,0.000293,8e-06
13085,11,9376,9,9,9,26532,26532,26532,0.117934,0.000284,1.8e-05
13086,11,9208,9,9,9,29000,29000,29000,0.071647,0.000146,7e-06
13087,11,9677,9,9,9,26684,26684,26684,0.118272,0.000134,7e-06
13088,11,9650,9,9,9,24395,24395,24395,0.078839,0.000135,7e-06
13089,11,9258,9,9,9,28294,28294,28294,0.111643,0.000305,7e-06
13090,11,8181,9,9,9,26406,26406,26406,0.08611,0.000253,8e-06
13091,11,8422,9,9,9,19415,19415,19415,0.098962,0.000274,7e-06
13092,11,9421,9,9,9,21419,21419,21419,0.117534,0.000236,7e-06
13093,11,7384,9,9,9,17298,17298,17298,0.076042,0.000189,2e-06
13094,11,9095,9,9,9,24673,24673,24673,0.104299,0.000352,7e-06
13095,11,8416,9,9,9,22075,22075,22075,0.08661,0.000335,7e-06
13096,11,9674,9,9,9,23399,23399,23399,0.065106,0.00015,6e-06
13097,11,9817,9,9,9,25771,25771,25771,0.110512,0.000281,7e-06
13098,11,9619,9,9,9,24262,24262,24262,0.112169,0.000243,8e-06
13099,11,9191,9,9,9,26610,26610,26610,0.105511,0.000227,7e-06
13100,11,8952,9,9,9,24242,24242,24242,0.088156,0.000215,6e-06
13101,11,7659,9,9,9,23636,23636,23636,0.081733,0.000232,6e-06
13102,11,9121,9,9,9,25981,25981,25981,0.093159,0.001419,7e-06
13103,11,8523,9,9,9,18864,18864,18864,0.09709,0.000257,8e-06
13104,11,8269,9,9,9,20821,20821,20821,0.06931,0.000114,8e-06
13105,11,8121,9,9,9,27329,27329,27329,0.093594,0.000402,7e-06
13106,11,8715,9,9,9,24189,24189,24189,0.071373,0.000201,7e-06
13107,11,9786,9,9,9,26471,26471,26471,0.124718,0.000305,9e-06
13108,11,9551,9,9,9,23404,23404,23404,0.065027,0.000245,6e-06
13109,11,7252,9,9,9,19746,19746,19746,0.087184,0.000386,1e-05
13110,11,9336,9,9,9,29497,29497,29497,0.120611,0.000198,7e-06
13111,11,7705,9,9,9,20599,20599,20599,0.103724,0.000309,7e-06
13112,11,9575,9,9,9,26095,26095,26095,0.083013,0.000124,7e-06
13113,11,9520,9,9,9,29372,29372,29573,0.10749,0.000506,7e-06
13114,11,8718,9,9,9,25177,25177,25177,0.052714,0.000173,5e-06
13115,11,9456,9,9,9,26778,26778,26778,0.079162,0.000187,6e-06
13116,11,9002,9,9,9,27774,27774,28016,0.069639,0.000161,8e-06
13117,11,9785,9,9,9,26896,26896,26896,0.090427,0.000171,7e-06
13118,11,9098,9,9,9,26963,26963,26963,0.121593,0.000198,9e-06
13119,11,8721,9,9,9,26529,26529,26529,0.060937,0.000124,7e-06
13120,11,9655,9,9,9,22521,22521,22521,0.069378,0.000145,6e-06
13121,11,6576,9,9,9,15665,15665,15665,0.084623,0.000246,2e-06
13122,11,8398,9,9,9,24755,24755,24755,0.074255,0.000226,6e-06
13123,11,8136,9,9,9,25657,25657,25657,0.07857,0.000318,8e-06
13124,11,8628,9,9,9,24096,24096,24096,0.094149,0.000296,7e-06
13125,11,8239,9,9,9,23685,23685,23685,0.10717,0.000204,8e-06
13126,11,8824,9,9,9,21366,21366,21366,0.10292,0.000139,6e-06
13127,11,9047,9,9,9,24191,24191,24191,0.093721,0.000215,7e-06
13128,11,9591,9,9,9,26892,26892,26892,0.08657,0.000189,7e-06
13129,11,9377,9,9,9,24948,24948,24948,0.132882,0.000279,9e-06
13130,11,8937,9,9,9,24500,24500,24500,0.09704,0.000313,7e-06
13131,11,9105,9,9,9,25616,25616,25616,0.090629,0.000293,6e-06
13132,11,9693,9,9,9,31092,31092,31092,0.079153,0.000205,6e-06
13133,11,9945,9,9,9,25996,25996,25996,0.111916,0.00029,8e-06
13134,11,8350,9,9,9,21213,21213,21213,0.070207,0.000126,6e-06
13135,11,7752,9,9,9,23606,23606,23824,0.093462,0.000302,6e-06
13136,11,9885,9,9,9,25654,25654,25654,0.120489,0.000115,6e-06
13137,11,7786,9,9,9,21495,21495,21495,0.106994,0.000307,8e-06
13138,11,8804,9,9,9,21045,21045,21045,0.07274,0.000155,1e-06
13139,11,9609,9,9,9,28192,28192,28192,0.107445,0.000206,7e-06
13140,11,7943,9,9,9,23595,23595,23595,0.080888,0.000353,6e-06
13141,11,8466,9,9,9,22677,22677,22677,0.077438,0.000232,6e-06
13142,11,9917,9,9,9,23086,23086,23086,0.106741,0.000381,9e-06
13143,11,7782,9,9,9,24765,24765,24765,0.086403,0.000152,6e-06
13144,11,8389,9,9,9,22118,22118,22118,0.090535,0.000158,6e-06
13145,11,8310,9,9,9,22597,22597,22597,0.071076,0.000342,6e-06
13146,11,7703,9,9,9,23214,23214,23214,0.075885,0.000187,6e-06
13147,11,8022,9,9,9,22338,22338,22338,0.09438,0.000167,7e-06
13148,11,9206,9,9,9,22469,22469,22469,0.085246,0.000283,6e-06
13149,11,8658,9,9,9,23594,23594,23594,0.107338,0.000258,6e-06
13150,11,8599,9,9,9,20861,20861,20861,0.096023,0.000163,7e-06
13151,11,8306,9,9,9,18810,18810,18810,0.082828,0.000179,7e-06
13152,11,8666,9,9,9,22764,22764,22764,0.070404,0.000173,6e-06
13153,11,9355,9,9,9,26688,26688,26688,0.125034,0.000248,7e-06
13154,11,8082,9,9,9,20585,20585,20585,0.102571,0.000219,8e-06
13155,11,9771,9,9,9,27712,27712,27712,0.092999,0.000254,1.1e-05
13156,11,9042,9,9,9,23758,23758,23758,0.091371,0.000244,9e-06
13157,11,9346,9,9,9,22295,22295,22295,0.112839,0.000172,8e-06
13158,11,7864,9,9,9,23944,23944,23944,0.134378,0.00028,7e-06
13159,11,9456,9,9,9,29969,29969,29969,0.070042,0.000191,7e-06
13160,11,9212,9,8,9,22464,22464,22464,0.051823,0.000111,1e-06
13161,11,8360,9,9,9,23642,23642,23642,0.101366,0.000148,6e-06
13162,11,9063,9,9,9,26737,26737,26737,0.090824,0.000205,6e-06
13163,11,9764,9,9,9,29420,29420,29420,0.0843,0.000319,7e-06
13164,11,9639,9,9,9,29207,29207,29207,0.064966,0.001596,6e-06
13165,11,8970,9,9,9,20944,20944,20944,0.072377,0.000271,6e-06
13166,11,9258,9,9,9,28728,28728,28728,0.104947,0.000158,6e-06
